id_transacao,id_cliente,valor_transacao,data_hora,canal,categoria,pais_origem,pais_destino,fraude
TX001361,CL7299,486.91,2025-06-01 01:07:22,web,crédito,BR,US,0
TX001362,CL8581,47.31,2025-06-05 10:55:29,app,saque,BR,AR,0
TX001363,CL1672,195.08,2025-06-01 05:08:50,web,débito,BR,AR,0
TX001364,CL8368,199.7,2025-05-07 11:39:58,app,saque,BR,BR,0
TX001365,CL4084,264.19,2025-04-29 18:17:20,app,débito,BR,RU,0
TX001366,CL6267,28.21,2025-04-21 04:59:52,web,crédito,BR,NG,0
TX001367,CL8792,251.63,2025-04-21 05:37:12,app,débito,BR,NG,0
TX001368,CL9214,479.45,2025-05-21 08:37:30,presencial,transferência,BR,CN,1
TX001369,CL3471,1980.5,2025-04-30 03:15:55,app,débito,BR,AR,0
TX001370,CL2013,54.24,2025-05-19 08:18:03,presencial,boleto,BR,US,0
TX001371,CL8381,710.84,2025-06-16 13:09:00,presencial,débito,BR,BR,0
TX001372,CL2695,39.93,2025-05-12 13:17:28,app,PIX,BR,NG,0
TX001373,CL6626,385.36,2025-06-03 22:55:41,web,débito,BR,CN,0
TX001374,CL2381,135.56,2025-05-21 12:49:15,app,saque,BR,CN,0
TX001375,CL9266,56.8,2025-05-07 01:16:19,presencial,crédito,BR,AR,0
TX001376,CL3827,409.2,2025-06-09 02:42:46,app,PIX,US,US,0
TX001377,CL1641,117.87,2025-05-30 03:44:29,web,crédito,BR,US,0
TX001378,CL5059,144.65,2025-06-14 13:08:06,app,saque,BR,NG,0
TX001379,CL8172,89.02,2025-05-20 14:34:29,app,boleto,BR,CN,0
TX001380,CL8199,179.76,2025-05-12 05:40:46,app,transferência,BR,AR,0
TX001381,CL9586,35.71,2025-06-10 18:37:40,app,boleto,BR,US,0
TX001382,CL9564,99.21,2025-05-29 21:19:14,web,PIX,BR,CN,0
TX001383,CL3600,697.43,2025-05-27 00:51:49,web,saque,US,US,0
TX001384,CL6962,59.72,2025-05-18 14:28:58,web,saque,BR,BR,0
TX001385,CL7108,213.85,2025-04-18 06:12:20,app,transferência,BR,US,0
TX001386,CL5634,78.66,2025-05-08 05:45:52,app,débito,BR,US,0
TX001387,CL7347,296.98,2025-04-27 05:47:51,app,PIX,BR,CN,0
TX001388,CL7697,28.05,2025-04-30 19:50:19,presencial,transferência,BR,US,0
TX001389,CL6543,700.12,2025-04-28 13:09:46,presencial,crédito,BR,US,0
TX001390,CL1857,120.95,2025-04-22 07:35:04,app,transferência,US,BR,0
TX001391,CL6482,53.85,2025-06-02 12:44:55,app,crédito,NG,US,0
TX001392,CL2079,15.27,2025-06-16 05:49:41,app,crédito,BR,US,0
TX001393,CL6401,37.21,2025-05-18 05:48:16,web,saque,BR,CN,0
TX001394,CL2548,146.7,2025-06-07 23:51:56,web,transferência,BR,AR,0
TX001395,CL7333,82.2,2025-05-19 05:04:30,web,saque,BR,BR,0
TX001396,CL5655,353.08,2025-05-09 15:30:01,app,saque,BR,US,0
TX001397,CL5128,112.74,2025-06-13 14:36:34,web,boleto,BR,AR,0
TX001398,CL3463,57.19,2025-05-17 15:46:33,web,boleto,RU,CN,0
TX001399,CL6461,192.02,2025-05-24 22:49:11,app,saque,BR,BR,0
TX001400,CL2335,245.36,2025-05-14 03:12:49,web,saque,BR,RU,0
TX001401,CL3317,36.55,2025-05-08 10:22:04,app,crédito,BR,CN,0
TX001402,CL6731,36.69,2025-06-03 20:02:37,app,saque,BR,AR,0
TX001403,CL6082,7.47,2025-04-28 19:16:27,presencial,PIX,BR,BR,0
TX001404,CL7421,266.67,2025-05-22 22:08:34,app,transferência,BR,US,0
TX001405,CL3112,218.01,2025-05-14 08:16:53,presencial,PIX,BR,AR,0
TX001406,CL2388,128.73,2025-04-26 14:29:22,web,boleto,AR,CN,0
TX001407,CL6072,371.8,2025-05-26 03:01:12,app,PIX,US,BR,0
TX001408,CL7171,327.64,2025-06-01 07:32:24,web,débito,BR,AR,0
TX001409,CL6381,176.07,2025-06-10 13:43:03,web,débito,BR,RU,0
TX001410,CL3093,405.4,2025-05-26 11:36:58,app,boleto,BR,AR,0
TX001411,CL9624,46.09,2025-04-29 13:05:44,app,PIX,AR,CN,0
TX001412,CL2531,23.74,2025-05-22 10:04:53,app,transferência,BR,CN,0
TX001413,CL7937,62.87,2025-05-28 03:38:32,app,boleto,BR,US,0
TX001414,CL9331,11.76,2025-06-04 13:52:55,app,débito,BR,US,0
TX001415,CL6928,151.5,2025-05-22 11:52:22,app,boleto,BR,AR,0
TX001416,CL1298,551.68,2025-05-14 20:36:57,app,PIX,BR,CN,0
TX001417,CL6940,8.03,2025-05-10 01:45:21,presencial,PIX,BR,AR,0
TX001418,CL6060,26.05,2025-05-11 04:46:50,app,PIX,BR,NG,0
TX001419,CL3953,120.37,2025-04-20 19:19:16,web,crédito,BR,RU,0
TX001420,CL4509,543.24,2025-06-07 07:58:52,web,PIX,BR,CN,0
TX001421,CL6598,76.01,2025-06-13 23:30:17,web,saque,BR,NG,0
TX001422,CL8967,141.54,2025-05-06 21:50:14,app,débito,BR,NG,0
TX001423,CL4145,8.49,2025-06-05 16:05:32,,débito,BR,CN,0
TX001424,CL4711,32.11,2025-05-16 09:56:01,web,crédito,BR,US,0
TX001425,CL3253,862.95,2025-05-01 13:20:41,presencial,débito,BR,AR,0
TX001426,CL3538,671.16,2025-04-26 11:05:14,app,débito,BR,BR,0
TX001427,CL2264,0.99,2025-05-21 16:28:10,app,boleto,BR,BR,1
TX001428,CL5846,606.53,2025-05-28 11:10:25,web,PIX,BR,RU,0
TX001429,CL2657,203.84,2025-05-30 20:14:14,app,saque,US,CN,0
TX001430,CL9317,404.87,2025-06-12 04:08:15,app,saque,BR,US,0
TX001431,CL9843,121.3,2025-05-28 14:25:49,app,boleto,BR,US,0
TX001432,CL9626,144.97,2025-06-13 12:39:09,web,saque,NG,US,0
TX001433,CL1618,134.22,2025-05-16 15:32:53,presencial,boleto,BR,BR,0
TX001434,CL6517,219.84,2025-06-09 19:14:21,app,saque,BR,NG,0
TX001435,CL3147,30.08,2025-06-06 16:59:52,presencial,débito,BR,RU,0
TX001436,CL7172,6.09,2025-05-11 16:56:49,web,transferência,CN,BR,0
TX001437,CL3527,73.61,2025-05-01 23:16:32,app,PIX,BR,US,0
TX001438,CL3658,243.94,2025-05-21 07:46:07,presencial,transferência,BR,BR,0
TX001439,CL3962,45.09,2025-05-27 19:35:06,presencial,débito,BR,BR,0
TX001440,CL3712,223.82,2025-06-02 17:02:36,web,crédito,US,RU,0
TX001441,CL8170,700.73,2025-04-21 16:29:23,app,boleto,BR,AR,0
TX001442,CL1715,19.72,2025-05-02 13:39:54,web,saque,BR,CN,0
TX001443,CL7731,223.32,2025-05-26 04:17:31,app,saque,BR,NG,0
TX001444,CL6968,117.31,2025-05-31 14:10:08,app,débito,BR,AR,0
TX001445,CL4891,405.21,2025-04-17 16:15:19,app,saque,BR,CN,0
TX001446,CL8277,39.0,2025-05-09 13:19:53,presencial,débito,US,US,0
TX001447,CL5668,235.94,2025-05-30 19:48:43,presencial,transferência,BR,RU,0
TX001448,CL8355,364.17,2025-05-06 19:54:15,app,crédito,BR,RU,0
TX001449,CL4833,578.69,2025-06-06 19:41:10,app,boleto,BR,AR,0
TX001450,CL9749,229.93,2025-05-02 07:36:10,presencial,saque,BR,CN,0
TX001451,CL4918,137.5,2025-05-30 23:43:04,app,crédito,BR,RU,0
TX001452,CL6070,192.39,2025-05-26 17:07:24,web,crédito,RU,AR,0
TX001453,CL8684,406.37,2025-05-29 02:19:55,app,crédito,BR,RU,0
TX001454,CL4178,169.08,2025-05-25 20:15:56,app,PIX,BR,BR,0
TX001455,CL7026,6.17,2025-06-11 13:29:37,presencial,crédito,BR,BR,0
TX001456,CL8218,534.58,2025-06-04 14:51:56,app,débito,BR,AR,0
TX001457,CL8564,233.93,2025-05-18 00:04:20,app,PIX,BR,AR,0
TX001458,CL5616,225.72,2025-06-12 22:28:17,app,PIX,BR,NG,0
TX001459,CL7256,48.59,2025-04-25 09:51:32,presencial,crédito,BR,US,0
TX001460,CL9239,215.11,2025-05-29 03:37:48,presencial,saque,BR,BR,0
TX001461,CL9641,100.13,2025-06-06 00:00:40,app,saque,BR,RU,0
TX001462,CL7859,210.67,2025-05-15 05:49:55,app,saque,BR,AR,0
TX001463,CL3655,22.54,2025-05-18 01:07:11,web,saque,BR,CN,0
TX001464,CL4271,214.5,2025-06-02 23:25:50,app,débito,BR,RU,0
TX001465,CL3267,1488.34,2025-05-07 07:36:26,web,saque,CN,US,0
TX001466,CL5096,9.88,2025-05-08 12:08:11,app,boleto,BR,CN,0
TX001467,CL1854,755.97,2025-06-15 08:51:26,app,crédito,BR,RU,0
TX001468,CL8873,104.48,2025-05-22 13:47:34,web,PIX,NG,US,0
TX001469,CL7081,409.21,2025-04-24 00:56:59,app,boleto,BR,CN,0
TX001470,CL2680,305.01,2025-04-26 16:08:01,presencial,saque,BR,BR,0
TX001471,CL9452,167.41,2025-05-02 23:11:36,app,boleto,BR,AR,0
TX001472,CL3042,268.23,2025-05-18 03:32:12,app,PIX,BR,RU,0
TX001473,CL5670,421.59,2025-05-04 12:25:49,presencial,saque,BR,AR,0
TX001474,CL2374,103.55,2025-05-19 22:30:09,app,boleto,BR,NG,0
TX001475,CL3626,79.21,2025-04-23 02:02:15,web,débito,BR,RU,0
TX001476,CL5469,220.28,2025-04-29 01:18:42,app,débito,BR,AR,0
TX001477,CL8361,329.89,2025-05-23 10:35:10,web,crédito,BR,RU,0
TX001478,CL9410,287.34,2025-05-15 20:28:22,web,crédito,BR,BR,0
TX001479,CL3414,319.71,2025-05-28 08:04:49,app,boleto,BR,US,0
TX001480,CL8167,114.39,2025-04-28 03:54:19,presencial,PIX,US,US,0
TX001481,CL2502,340.57,2025-06-05 18:50:58,web,débito,BR,AR,0
TX001482,CL4637,25.61,2025-05-20 05:33:40,app,transferência,BR,CN,0
TX001483,CL8391,157.27,2025-04-28 08:44:42,web,crédito,US,AR,0
TX001484,CL6727,1.16,2025-06-03 07:39:57,web,débito,BR,RU,0
TX001485,CL1436,78.49,2025-06-03 23:44:08,app,saque,BR,US,0
TX001486,CL7797,91.29,2025-04-23 23:12:36,app,boleto,NG,RU,0
TX001487,CL1872,100.89,2025-06-13 18:28:09,app,débito,US,NG,0
TX001488,CL7495,237.8,2025-05-13 22:17:59,app,débito,BR,US,0
TX001489,CL9224,98.39,2025-05-21 01:38:21,web,boleto,BR,CN,1
TX001490,CL7126,119.09,2025-05-28 15:44:57,app,crédito,BR,CN,0
TX001491,CL4862,54.24,2025-05-17 03:42:13,presencial,crédito,NG,NG,0
TX001492,CL7326,93.44,2025-04-22 03:08:34,app,transferência,RU,RU,0
TX001493,CL2337,51.57,2025-05-22 03:00:01,app,transferência,BR,RU,0
TX001494,CL7142,15.2,2025-06-05 01:18:18,web,crédito,BR,RU,0
TX001495,CL4678,184.99,2025-05-16 22:12:54,web,crédito,US,CN,0
TX001496,CL1461,220.65,2025-04-18 22:33:01,web,crédito,BR,AR,0
TX001497,CL6221,193.25,2025-05-03 06:44:43,app,crédito,BR,AR,0
TX001498,CL2623,124.54,2025-04-21 13:36:07,app,débito,BR,US,0
TX001499,CL6493,95.54,2025-05-29 18:47:48,app,transferência,BR,BR,1
TX001500,CL3392,398.04,2025-05-07 21:23:19,presencial,boleto,AR,AR,0
TX001501,CL3254,146.41,2025-06-06 03:41:12,app,PIX,CN,AR,0
TX001502,CL1627,130.47,2025-06-09 10:29:26,presencial,boleto,BR,RU,0
TX001503,CL5700,5.2,2025-05-29 07:39:42,web,saque,BR,RU,0
TX001504,CL8740,83.48,2025-05-22 17:24:59,app,PIX,BR,NG,0
TX001505,CL3273,95.67,2025-06-02 15:54:02,web,débito,BR,AR,1
TX001506,CL8685,101.77,2025-05-22 06:41:09,presencial,saque,BR,US,0
TX001507,CL8349,173.58,2025-05-03 22:06:53,presencial,transferência,BR,RU,0
TX001508,CL1086,,2025-06-01 14:49:53,app,PIX,BR,NG,0
TX001509,CL2298,187.25,2025-05-14 20:10:59,app,crédito,BR,AR,1
TX001510,CL1311,289.53,2025-05-08 12:21:49,app,saque,BR,US,0
TX001511,CL5193,335.31,2025-06-04 18:59:31,app,débito,RU,NG,0
TX001512,CL4533,253.26,2025-06-04 08:04:47,web,PIX,BR,BR,0
TX001513,CL3449,622.56,2025-05-25 03:48:33,presencial,crédito,BR,RU,0
TX001514,CL9991,3.68,2025-04-30 22:53:51,app,saque,BR,US,0
TX001515,CL9647,43.58,2025-05-25 00:48:45,web,débito,BR,AR,0
TX001516,CL7934,1.52,2025-06-07 09:31:40,web,saque,BR,NG,0
TX001517,CL2821,208.53,2025-04-28 04:30:07,app,PIX,BR,BR,0
TX001518,CL5720,456.62,2025-05-05 01:11:07,app,crédito,AR,US,0
TX001519,CL4893,55.81,2025-05-17 02:23:40,web,transferência,BR,BR,0
TX001520,CL5934,523.55,2025-04-26 12:59:35,presencial,débito,BR,US,0
TX001521,CL2996,12.43,2025-06-06 08:44:20,web,PIX,BR,AR,0
TX001522,CL1782,544.95,2025-06-07 21:00:45,app,crédito,BR,US,0
TX001523,CL4906,86.66,2025-05-20 23:02:08,app,transferência,BR,AR,0
TX001524,CL7878,21.39,2025-05-07 13:53:45,app,saque,US,US,0
TX001525,CL8489,133.06,2025-04-18 09:58:13,web,crédito,BR,NG,0
TX001526,CL2029,59.35,2025-04-17 23:18:34,web,transferência,BR,US,0
TX001527,CL2816,67.06,2025-06-16 03:45:49,app,PIX,BR,US,0
TX001528,CL9189,73.43,2025-05-05 10:47:51,presencial,crédito,RU,CN,0
TX001529,CL9782,324.94,2025-04-30 21:12:00,web,crédito,BR,CN,0
TX001530,CL1269,154.94,2025-05-02 00:35:58,web,boleto,BR,US,0
TX001531,CL9443,74.59,2025-06-08 03:36:44,presencial,débito,BR,CN,0
TX001532,CL4963,188.49,2025-06-08 15:54:03,app,crédito,BR,AR,0
TX001533,CL3352,251.86,2025-05-28 06:48:22,presencial,transferência,BR,CN,0
TX001534,CL5772,63.66,2025-06-07 19:42:14,app,débito,BR,US,0
TX001535,CL8032,106.73,2025-04-18 04:57:45,app,PIX,BR,RU,0
TX001536,CL1025,26.0,2025-04-28 19:39:31,presencial,débito,BR,BR,0
TX001537,CL6780,39.97,2025-05-06 21:55:09,presencial,boleto,BR,RU,0
TX001538,CL4941,228.59,2025-06-14 06:09:57,web,PIX,BR,RU,0
TX001539,CL7825,40.04,2025-05-03 02:01:36,web,crédito,BR,RU,0
TX001540,CL4068,148.96,2025-06-02 05:45:40,web,saque,BR,RU,0
TX001541,CL2402,246.92,2025-04-19 06:33:52,presencial,PIX,BR,BR,0
TX001542,CL9576,22.61,2025-05-28 14:04:12,app,PIX,BR,US,1
TX001543,CL6908,167.55,2025-04-24 14:46:52,presencial,boleto,BR,US,1
TX001544,CL2108,59.29,2025-04-20 01:16:17,app,transferência,BR,BR,0
TX001545,CL9618,658.97,2025-04-29 17:15:11,app,PIX,BR,NG,0
TX001546,CL9914,132.15,2025-06-12 22:15:51,app,transferência,BR,CN,0
TX001547,CL9312,327.97,2025-04-24 11:43:20,web,débito,BR,NG,0
TX001548,CL9316,159.8,2025-06-08 06:24:49,presencial,saque,BR,AR,0
TX001549,CL1333,8.88,2025-06-15 08:15:33,web,boleto,BR,RU,0
TX001550,CL7397,200.56,2025-05-24 13:29:21,presencial,crédito,BR,RU,0
TX001551,CL8702,604.84,2025-06-09 22:18:14,app,PIX,BR,BR,0
TX001552,CL1713,184.07,2025-05-06 03:37:08,web,saque,BR,BR,0
TX001553,CL7338,342.06,2025-05-10 22:52:21,presencial,saque,BR,NG,0
TX001554,CL7116,431.19,2025-04-27 09:23:18,web,transferência,BR,AR,0
TX001555,CL5155,,2025-04-24 08:56:08,web,PIX,RU,NG,0
TX001556,CL1266,47.66,2025-06-03 04:15:11,web,saque,BR,AR,0
TX001557,CL6850,188.83,2025-06-07 20:29:21,presencial,boleto,BR,US,0
TX001558,CL2106,105.88,2025-06-12 16:24:36,presencial,crédito,BR,RU,0
TX001559,CL6649,366.34,2025-05-15 20:35:57,app,débito,AR,US,0
TX001560,CL4950,460.56,2025-04-21 15:08:01,presencial,débito,BR,BR,0
TX001561,CL2698,87.21,2025-06-13 10:42:34,app,transferência,BR,US,0
TX001562,CL6447,54.07,2025-06-02 22:12:17,app,saque,BR,NG,0
TX001563,CL3185,303.3,2025-05-04 13:12:21,presencial,débito,RU,AR,0
TX001564,CL1726,64.26,2025-06-08 02:37:18,app,transferência,RU,BR,0
TX001565,CL6772,345.89,2025-06-02 14:12:23,presencial,crédito,BR,US,0
TX001566,CL9945,110.24,2025-04-29 14:39:30,app,PIX,BR,BR,0
TX001567,CL6546,220.25,2025-05-26 22:02:26,app,boleto,BR,BR,0
TX001568,CL3868,20.08,2025-06-16 09:06:33,app,crédito,BR,AR,0
TX001569,CL8612,195.56,2025-06-10 12:37:43,app,crédito,BR,NG,0
TX001570,CL8840,120.21,2025-05-02 02:42:47,web,débito,RU,RU,0
TX001571,CL3986,176.67,2025-06-02 21:14:16,,débito,BR,NG,0
TX001572,CL3209,36.79,2025-05-06 13:02:03,app,boleto,BR,CN,0
TX001573,CL2033,267.02,2025-06-11 01:03:10,app,PIX,BR,NG,0
TX001574,CL8498,397.26,2025-05-04 01:57:33,app,crédito,BR,US,0
TX001575,CL1605,48.86,2025-05-05 16:53:19,web,saque,BR,CN,0
TX001576,CL5807,20.12,2025-05-04 10:33:21,app,débito,BR,CN,0
TX001577,CL4302,4.78,2025-06-08 13:17:27,web,crédito,BR,CN,1
TX001578,CL1717,205.43,2025-06-01 11:33:18,presencial,PIX,BR,CN,0
TX001579,CL4268,186.84,2025-05-05 10:30:57,web,transferência,BR,NG,0
TX001580,CL1686,158.24,2025-05-06 17:05:07,presencial,PIX,BR,CN,0
TX001581,CL6170,52.78,2025-06-08 06:45:35,app,crédito,AR,US,0
TX001582,CL6080,,2025-05-22 01:45:30,app,crédito,BR,US,0
TX001583,CL9444,180.52,2025-04-21 14:54:17,presencial,boleto,BR,BR,0
TX001584,CL7524,137.34,2025-05-29 04:24:17,web,crédito,BR,US,0
TX001585,CL9897,881.03,2025-05-18 10:58:25,web,débito,BR,RU,0
TX001586,CL8756,29.34,2025-04-17 20:39:09,web,saque,BR,BR,0
TX001587,CL5150,237.58,2025-05-12 10:33:19,app,boleto,BR,US,0
TX001588,CL1599,103.61,2025-06-13 04:14:39,app,crédito,US,CN,0
TX001589,CL4131,111.79,2025-05-16 01:27:02,web,PIX,BR,AR,0
TX001590,CL5687,252.88,2025-05-27 14:38:10,web,crédito,BR,CN,0
TX001591,CL6848,235.81,2025-04-28 00:12:54,app,PIX,BR,NG,0
TX001592,CL1783,947.88,2025-06-06 09:22:03,presencial,PIX,BR,BR,0
TX001593,CL6438,27.48,2025-05-18 22:28:48,app,crédito,BR,AR,0
TX001594,CL5476,21.99,2025-04-25 03:13:17,app,PIX,BR,US,0
TX001595,CL3039,257.72,2025-05-28 20:54:00,presencial,saque,BR,CN,0
TX001596,CL7029,172.73,2025-05-05 21:03:16,,transferência,BR,BR,0
TX001597,CL8159,64.09,2025-05-30 15:05:59,web,boleto,BR,BR,0
TX001598,CL7553,16.55,2025-04-19 19:17:40,app,crédito,BR,US,0
TX001599,CL8204,17.91,2025-04-22 19:07:43,app,transferência,BR,BR,0
TX001600,CL7334,449.22,2025-05-22 00:48:28,web,PIX,BR,US,0
TX001601,CL6554,42.61,2025-06-03 17:47:56,app,PIX,BR,US,0
TX001602,CL4060,78.13,2025-05-29 07:16:34,presencial,boleto,BR,CN,0
TX001603,CL9129,51.41,2025-05-31 22:21:26,presencial,transferência,BR,BR,0
TX001604,CL9151,87.7,2025-05-13 06:36:58,presencial,transferência,NG,NG,0
TX001605,CL7018,14.39,2025-04-29 16:21:10,app,crédito,BR,NG,0
TX001606,CL9507,146.4,2025-04-28 09:37:44,web,PIX,BR,CN,0
TX001607,CL5369,14.0,2025-04-30 22:42:42,app,débito,US,CN,0
TX001608,CL2353,322.24,2025-05-31 08:43:32,app,crédito,BR,US,0
TX001609,CL7955,53.24,2025-05-25 15:05:13,app,crédito,BR,NG,0
TX001610,CL2293,155.31,2025-06-10 03:11:00,app,crédito,BR,BR,0
TX001611,CL8055,424.18,2025-05-29 02:51:10,presencial,boleto,BR,NG,0
TX001612,CL3956,210.47,2025-06-13 14:44:37,app,boleto,BR,CN,0
TX001613,CL9937,152.27,2025-04-17 16:57:29,app,crédito,BR,CN,0
TX001614,CL5813,78.41,2025-06-08 05:38:49,presencial,saque,BR,US,0
TX001615,CL6262,80.99,2025-05-23 10:02:03,app,débito,BR,BR,0
TX001616,CL2680,221.42,2025-04-18 03:11:56,web,transferência,BR,CN,0
TX001617,CL2311,1027.9,2025-04-22 02:41:14,app,transferência,BR,RU,0
TX001618,CL6372,216.85,2025-06-02 08:11:28,app,PIX,BR,BR,0
TX001619,CL5843,163.19,2025-05-23 04:05:20,presencial,transferência,BR,NG,0
TX001620,CL6021,262.35,2025-05-11 04:49:59,app,transferência,US,US,0
TX001621,CL8305,125.17,2025-04-22 22:36:22,web,débito,BR,NG,0
TX001622,CL7981,12.41,2025-05-17 09:12:43,app,transferência,BR,RU,0
TX001623,CL3730,165.24,2025-05-02 06:32:42,app,débito,US,CN,0
TX001624,CL8272,,2025-04-27 00:25:02,app,boleto,AR,CN,0
TX001625,CL6759,38.55,2025-06-09 11:58:03,app,débito,BR,BR,0
TX001626,CL8325,234.24,2025-05-14 18:35:58,app,boleto,BR,CN,0
TX001627,CL1693,44.86,2025-04-28 17:24:04,web,débito,BR,RU,0
TX001628,CL6776,153.5,2025-05-22 01:42:25,app,crédito,BR,BR,0
TX001629,CL8126,,2025-04-24 04:36:28,app,saque,BR,RU,0
TX001630,CL5498,119.7,2025-05-08 16:28:10,app,boleto,BR,AR,1
TX001631,CL1939,282.25,2025-06-03 17:14:38,presencial,boleto,BR,CN,0
TX001632,CL2229,85.41,2025-06-10 21:32:29,presencial,transferência,BR,NG,0
TX001633,CL7655,218.67,2025-06-13 01:21:30,web,boleto,BR,NG,0
TX001634,CL6952,317.39,2025-06-15 09:43:09,presencial,débito,BR,BR,0
TX001635,CL9406,523.95,2025-04-21 16:17:22,app,crédito,BR,RU,1
TX001636,CL3621,53.48,2025-04-24 00:16:39,app,crédito,BR,RU,0
TX001637,CL1510,101.94,2025-05-05 21:45:17,web,transferência,BR,RU,0
TX001638,CL3339,33.07,2025-05-22 01:35:27,web,débito,BR,RU,0
TX001639,CL8179,,2025-05-27 05:19:09,app,débito,BR,AR,0
TX001640,CL1570,523.46,2025-04-25 07:20:21,app,PIX,RU,CN,0
TX001641,CL3068,155.29,2025-05-20 05:03:21,presencial,boleto,BR,RU,0
TX001642,CL2101,369.07,2025-05-11 12:50:15,presencial,transferência,BR,US,0
TX001643,CL4866,147.19,2025-04-24 11:12:31,app,crédito,RU,US,0
TX001644,CL7001,195.41,2025-05-16 13:02:27,web,saque,BR,NG,0
TX001645,CL6933,18.67,2025-05-09 01:08:45,app,PIX,NG,CN,0
TX001646,CL7272,281.52,2025-05-23 03:06:34,app,débito,BR,US,1
TX001647,CL1530,27.33,2025-06-03 18:28:26,app,boleto,BR,BR,0
TX001648,CL3513,349.82,2025-06-09 07:10:10,app,crédito,BR,CN,0
TX001649,CL8371,304.68,2025-05-29 09:43:20,app,PIX,US,NG,0
TX001650,CL7077,246.71,2025-05-24 16:16:39,presencial,débito,AR,AR,0
TX001651,CL7095,7.37,2025-06-15 21:30:59,app,crédito,BR,BR,0
TX001652,CL8273,72.23,2025-05-26 21:16:41,web,crédito,BR,BR,0
TX001653,CL2259,61.06,2025-04-18 23:52:56,app,débito,BR,RU,0
TX001654,CL3255,89.3,2025-05-28 03:34:33,app,débito,BR,CN,0
TX001655,CL9674,18.34,2025-06-12 08:09:29,presencial,transferência,BR,AR,0
TX001656,CL7012,552.79,2025-05-21 10:29:52,web,crédito,BR,BR,0
TX001657,CL7521,161.4,2025-05-16 15:26:38,presencial,débito,BR,AR,0
TX001658,CL6150,72.92,2025-06-12 03:46:43,presencial,saque,BR,NG,0
TX001659,CL5566,101.16,2025-05-31 11:31:22,app,saque,BR,BR,0
TX001660,CL5089,118.55,2025-05-27 05:32:17,app,PIX,BR,US,0
TX001661,CL2858,183.56,2025-05-13 14:53:38,presencial,boleto,BR,NG,0
TX001662,CL1424,145.0,2025-06-03 05:25:48,presencial,saque,CN,NG,0
TX001663,CL4048,503.63,2025-05-15 08:34:04,web,transferência,BR,RU,0
TX001664,CL9176,137.42,2025-05-28 11:05:42,web,débito,BR,BR,0
TX001665,CL9482,969.65,2025-05-25 03:45:20,web,boleto,BR,US,0
TX001666,CL7340,381.33,2025-06-05 15:48:09,app,transferência,CN,AR,0
TX001667,CL2929,46.77,2025-04-24 09:59:32,web,crédito,BR,US,0
TX001668,CL5288,533.56,2025-06-07 04:42:21,presencial,boleto,BR,NG,0
TX001669,CL5264,24.74,2025-05-25 20:51:13,web,saque,NG,BR,0
TX001670,CL8311,340.15,2025-04-22 17:52:07,app,transferência,BR,US,0
TX001671,CL4515,95.81,2025-04-17 18:55:34,app,débito,BR,US,0
TX001672,CL5678,420.7,2025-06-02 03:03:19,app,débito,BR,NG,0
TX001673,CL9047,405.08,2025-06-10 05:16:59,app,transferência,US,AR,1
TX001674,CL4279,327.9,2025-05-02 12:44:06,presencial,crédito,BR,US,0
TX001675,CL3009,312.16,2025-05-11 15:36:41,app,saque,BR,RU,0
TX001676,CL3223,72.68,2025-04-22 20:57:59,app,transferência,BR,US,0
TX001677,CL2213,16.88,2025-05-28 01:37:06,app,PIX,BR,CN,0
TX001678,CL8406,103.16,2025-05-03 07:41:57,web,transferência,NG,NG,0
TX001679,CL3828,,2025-05-12 10:04:58,web,transferência,BR,CN,0
TX001680,CL8292,237.46,2025-04-19 05:49:36,app,saque,BR,NG,0
TX001681,CL2438,84.96,2025-06-01 12:50:18,app,débito,NG,NG,0
TX001682,CL6236,742.72,2025-05-10 06:41:27,app,crédito,BR,CN,0
TX001683,CL6692,204.87,2025-06-13 07:12:32,web,transferência,BR,AR,0
TX001684,CL2063,345.74,2025-04-29 22:14:13,app,boleto,BR,AR,0
TX001685,CL9882,28.43,2025-05-19 11:58:44,presencial,débito,BR,NG,0
TX001686,CL5757,396.12,2025-04-20 18:19:18,app,débito,BR,CN,0
TX001687,CL5914,512.16,2025-05-26 23:58:55,app,transferência,BR,US,0
TX001688,CL3580,133.52,2025-05-29 09:00:55,web,saque,BR,NG,0
TX001689,CL3852,186.41,2025-06-07 06:43:50,app,boleto,BR,RU,0
TX001690,CL6922,289.47,2025-05-12 22:11:37,web,transferência,BR,NG,0
TX001691,CL9335,38.44,2025-04-22 17:22:25,app,boleto,BR,BR,0
TX001692,CL4673,139.66,2025-05-11 20:22:50,web,débito,BR,AR,0
TX001693,CL2988,101.72,2025-05-12 12:48:33,web,boleto,BR,CN,1
TX001694,CL4292,31.65,2025-05-08 00:44:56,presencial,transferência,BR,US,0
TX001695,CL3275,91.63,2025-06-04 01:00:50,app,PIX,RU,RU,0
TX001696,CL4878,14.12,2025-06-15 13:20:10,app,PIX,CN,US,0
TX001697,CL9094,5.23,2025-05-02 18:54:19,app,boleto,BR,RU,0
TX001698,CL1430,29.04,2025-06-01 00:52:25,presencial,saque,RU,NG,0
TX001699,CL6912,659.99,2025-05-20 19:41:05,presencial,transferência,RU,US,0
TX001700,CL7044,159.49,2025-06-12 04:15:09,app,crédito,BR,US,0
TX001701,CL8657,675.24,2025-06-06 23:53:40,app,PIX,BR,NG,0
TX001702,CL3126,113.3,2025-06-16 03:34:59,app,débito,NG,AR,0
